,,使用,高度,移動類型,兵器類型,性能,編成數,耐久度,生產回合,生產計數,特殊能力,,,,,,,,,,,掃除地雷,掃除機雷,夜間減少率,索敵範圍,,,,,,迎擊範圍,,,,,,價格,搭載種類,,,,,,,,,,,,,,,,搭乘種類,搭載地點,回避力,,,,,,,補給,,,,,,,,,初期武裝套組,變形編號,武裝１,副屬,攻擊判定次數,裝填時間,武裝２,副屬,攻擊判定次數,裝填時間,武裝３,副屬,攻擊判定次數,裝填時間,武裝４,副屬,攻擊判定次數,裝填時間,武裝５,副屬,攻擊判定次數,裝填時間,武裝套組１,,,,,,高速移動力,ECM回避力,,武裝套組２,,,,,,高速移動力,ECM回避力,,武裝套組３,,,,,,高速移動力,ECM回避力,,武裝套組４,,,,,,高速移動力,ECM回避力,,圖像編號,兵器移動聲,地圖圖像,地圖圖像小,兵器別圖示
4289,庫魯契級,○,海上,海上C,高速飛彈艇,0,1,10,2,300,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,2,2,3,1,0,0,0,0,0,0,4500,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,36,36,33,19,19,31,40,×,×,○,×,×,×,×,×,×,0,0,RGM-84 魚叉,Sh-Sh-M,10,20,76mm砲,艦砲E,10,10,40mm機關砲,艦砲D,10,8,,,,,,,,,4,6,8,0,0,6,7,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4289,4,46,46,4716
4293,Sa'ar4.5海茲級,○,海上,海上C,高速飛彈艇,0,1,14,3,360,6,0,0,0,×,×,×,×,×,○,×,×,×,70,1,3,2,2,3,1,0,0,0,0,0,0,13000,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,38,38,33,24,24,33,41,×,×,○,×,×,×,×,×,×,0,0,RGM-84 魚叉,Sh-Sh-M,10,20,加百列3,Sh-Sh-M,10,20,閃電,Sh-A-M,10,15,76mm砲,艦砲E,10,10,,,,,4,3,4,6,0,5,6,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4293,4,46,46,4705
4296,Sa'ar4利悉級,○,海上,海上C,高速飛彈艇,0,1,12,3,360,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,2,2,3,1,0,0,0,0,0,0,7000,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,34,34,31,24,24,32,38,×,×,○,×,×,×,×,×,×,0,0,加百列2,Sh-Sh-M,10,20,閃電,Sh-A-M,10,15,76mm砲,艦砲E,10,10,,,,,,,,,3,4,6,0,0,6,7,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4296,4,46,46,4706
4299,戰士,○,海上,海上C,高速飛彈艇,0,1,12,3,360,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,2,2,3,1,0,0,0,0,0,0,6500,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,34,34,31,24,24,32,38,×,×,○,×,×,×,×,×,×,0,0,天蠍,加百列2,10,20,76mm砲,艦砲E,10,10,,,,,,,,,,,,,3,6,0,0,0,6,7,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299,4,46,46,4714
4300,卡斯馬級,○,海上,海上C,高速飛彈艇,0,1,8,2,300,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,2,2,3,1,0,0,0,0,0,0,6500,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,34,34,31,24,24,32,38,×,×,○,×,×,×,×,×,×,0,0,加百列2,Sh-Sh-M,10,20,76mm砲,艦砲E,10,10,,,,,,,,,,,,,3,6,0,0,0,6,7,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300,4,46,46,4706
4303,多法級,○,海上,海上C,高速飛彈艇,0,1,12,2,300,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,2,2,3,1,0,0,0,0,0,0,6000,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,37,37,32,20,20,31,38,×,×,○,×,×,×,×,×,×,0,0,飛魚 MM40,Sh-Sh-M,10,20,76mm砲,艦砲E,10,10,40mm機關砲,艦砲D,10,8,,,,,,,,,4,6,8,0,0,6,7,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4303,4,46,46,4722
4994,警戒艇,×,海上,海上C,高速飛彈艇,0,1,12,2,300,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,2,2,3,1,0,0,0,0,0,0,6000,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,37,37,32,20,20,31,38,×,×,○,×,×,×,×,×,×,0,0,RGM-84 魚叉,Sh-Sh-M,10,20,76mm砲,艦砲E,10,10,40mm機關砲,艦砲D,10,8,,,,,,,,,2,6,8,0,0,6,7,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4994,4,46,46,7812
4305,Ban Yas級,○,海上,海上C,高速飛彈艇,0,1,8,2,300,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,2,2,3,1,0,0,0,0,0,0,4500,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,36,36,33,20,20,30,39,×,×,○,×,×,×,×,×,×,0,0,飛魚 MM40,Sh-Sh-M,10,20,76mm砲,艦砲E,10,10,40mm機關砲,艦砲D,10,8,,,,,,,,,2,6,8,0,0,7,8,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4305,4,46,46,4723
4308,Umm Al-Naml級,○,海上,海上C,高速飛彈艇,0,1,8,2,300,0,0,0,0,×,×,×,×,×,○,×,×,×,70,1,2,2,2,3,1,0,0,0,0,0,0,3500,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,36,36,33,19,19,30,40,×,×,○,×,×,×,×,×,×,0,0,海刺,Sh-Sh-M,10,20,40mm機關砲,艦砲D,10,8,,,,,,,,,,,,,2,8,0,0,0,5,6,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4308,4,46,46,4724
4310,卡曼級,○,海上,海上C,高速飛彈艇,0,1,8,2,300,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,2,2,3,1,0,0,0,0,0,0,4500,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,35,35,32,20,20,31,38,×,×,○,×,×,×,×,×,×,0,0,C-802,Sh-Sh-M,10,20,76mm砲,艦砲E,10,10,40mm機關砲,艦砲D,10,8,,,,,,,,,2,6,8,0,0,6,7,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4310,4,46,46,4719
4311,首相級,○,海上,海上C,高速飛彈艇,0,1,8,2,300,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,2,2,3,1,0,0,0,0,0,0,5000,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,35,35,32,20,20,31,38,×,×,○,×,×,×,×,×,×,0,0,飛魚 MM38,Sh-Sh-M,10,20,57mm砲,艦砲,10,10,40mm機關砲,艦砲D,10,8,,,,,,,,,2,8,8,0,0,6,7,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4311,4,46,46,7813
4312,拉斯克級,○,海上,海上C,高速飛彈艇,0,1,10,2,300,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,2,2,3,1,0,0,0,0,0,0,4500,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,34,34,32,23,23,33,36,×,×,○,×,×,×,×,×,×,0,0,飛魚 MM38,Sh-Sh-M,10,20,76mm砲,艦砲E,10,10,,,,,,,,,,,,,2,10,0,0,0,7,8,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4312,4,46,46,4725
4313,西里級,○,海上,海上C,高速飛彈艇,0,1,10,2,300,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,2,2,3,1,0,0,0,0,0,0,4500,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,34,34,32,23,23,33,36,×,×,○,×,×,×,×,×,×,0,0,飛魚 MM38,Sh-Sh-M,10,20,76mm砲,艦砲E,10,10,,,,,,,,,,,,,2,10,0,0,0,7,8,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4313,4,46,46,4725
4316,拉恰里德級,○,海上,海上C,高速飛彈艇,0,1,8,2,300,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,2,2,3,1,0,0,0,0,0,0,4000,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,36,36,33,19,19,30,41,×,×,○,×,×,×,×,×,×,0,0,飛魚 MM38,Sh-Sh-M,10,20,76mm砲,艦砲E,10,10,40mm機關砲,艦砲D,10,8,,,,,,,,,2,6,8,0,0,7,8,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4316,4,46,46,4726
4320,斯德哥爾摩級,○,海上,海上C,高速飛彈艇,0,1,10,2,300,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,2,2,3,1,0,0,0,0,0,0,6000,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,37,37,33,20,20,31,42,×,×,○,×,×,×,×,×,×,0,0,Rbs.15,Sh-Sh-M,10,20,57mm砲,艦砲,10,10,40mm機關砲,艦砲D,10,8,,,,,,,,,4,8,10,0,0,6,7,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4320,4,46,46,4704
4318,翰米娜級,○,海上,海上C,高速飛彈艇,0,1,10,2,300,5,0,0,0,×,×,×,×,×,○,×,×,×,70,1,2,2,2,3,1,0,0,0,0,0,0,6000,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,37,37,33,20,20,31,42,×,×,○,×,×,×,×,×,×,0,0,Rbs.15MK.3,Sh-Sh-M,10,20,矛式,Sh-A-M,10,15,57mm砲,艦砲,10,10,,,,,,,,,4,2,8,0,0,6,7,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4318,4,46,46,7814
4321,蕭爾級,○,海上,海上C,高速飛彈艇,0,1,10,2,360,3,0,0,0,×,×,×,×,×,○,×,×,×,70,1,2,2,2,3,1,0,0,0,0,0,0,8500,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,34,34,30,18,18,32,75,×,×,○,×,×,×,×,×,×,0,0,海軍特攻,Sh-Sh-M,10,20,西北風,Sh-A-M,10,15,76mm砲,艦砲E,10,10,,,,,,,,,4,2,8,0,0,8,8,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4321,4,46,46,7815
4322,022型,○,海上,海上C,高速飛彈艇,0,1,12,2,360,7,0,0,0,×,×,×,×,×,○,×,×,×,70,1,2,2,2,3,1,0,0,0,0,0,0,7500,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,35,35,34,20,20,35,70,×,×,○,×,×,×,×,×,×,0,0,C-803,Sh-Sh-M,10,20,QW-3,Sh-A-M,10,15,30mm機關砲,艦砲,10,8,,,,,,,,,4,1,6,0,0,6,7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4322,4,46,46,7816
4323,候新級,○,海上,海上C,高速飛彈艇,0,1,10,2,300,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,2,2,3,1,0,0,0,0,0,0,5000,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,37,37,33,20,20,31,42,×,×,○,×,×,×,×,×,×,0,0,C-801,Sh-Sh-M,10,20,37mm機關砲,艦砲C,10,8,,,,,,,,,,,,,1,6,0,0,0,6,7,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4323,4,46,46,4708
4325,頓韃爾級,○,海上,海上C,高速飛彈艇,0,1,10,2,300,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,2,2,3,1,0,0,0,0,0,0,3800,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,35,35,32,19,19,30,36,×,×,○,×,×,×,×,×,×,0,0,C-802,Sh-Sh-M,10,20,30mm機關砲,艦砲,10,8,23mm機關砲,艦砲,10,8,,,,,,,,,2,6,6,0,0,6,7,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4325,4,46,46,7817
4327,錦江,○,海上,海上C,高速飛彈艇,0,1,10,2,300,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,2,2,3,1,0,0,0,0,0,0,5000,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,38,38,34,20,20,33,41,×,×,○,×,×,×,×,×,×,0,0,雄風Ⅱ,Sh-Sh-M,10,20,40mm機關砲,艦砲D,10,8,,,,,,,,,,,,,2,8,0,0,0,6,7,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4327,4,46,46,4717
4329,海鷗,○,海上,海上C,高速飛彈艇,0,1,6,2,240,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,2,2,3,1,0,0,0,0,0,0,3500,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,34,34,31,18,18,32,50,×,×,○,×,×,×,×,×,×,0,0,雄風Ⅱ,Sh-Sh-M,10,20,,,,,,,,,,,,,,,,,1,0,0,0,0,6,7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4329,4,46,46,4718
4332,Pae Ku-52,○,海上,海上C,高速飛彈艇,0,1,8,2,240,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,2,2,3,1,0,0,0,0,0,0,4500,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,37,37,33,20,20,31,42,×,×,○,×,×,×,×,×,×,0,0,RGM-84 魚叉,Sh-Sh-M,10,20,76mm砲,艦砲E,10,10,30mm機關砲,艦砲B,10,8,,,,,,,,,1,6,8,0,0,6,7,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4332,4,46,46,4710
4335,清津,○,海上,海上C,高速飛彈艇,0,1,10,2,240,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,2,2,3,1,0,0,0,0,0,0,1500,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,37,37,33,20,20,31,42,×,×,○,×,×,×,×,×,×,0,0,85mm砲,艦砲,10,12,14.5mm機關槍,艦載,10,8,,,,,,,,,,,,,6,8,0,0,0,6,7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4335,4,46,46,4712
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4341,喬治．Ｈ．Ｗ．布希,○,海上,海上A,航空母艦,0,1,60,9,720,0,0,0,0,×,×,×,×,×,○,×,×,×,90,5,7,6,5,6,1,0,0,0,0,0,0,98000,11100000,10,11100000,10,11100000,10,11100000,10,11100000,10,11100000,10,11100000,10,11100000,4,無,無,37,37,41,46,46,41,35,×,×,○,×,×,×,×,×,×,0,0,RIM-7 海麻雀,Sh-A-M,10,15,RAM,Sh-A-M,10,15,,,,,,,,,補給物資,通常,1,0,5,4,0,0,80,6,7,20,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4341,4,47,47,4801
4343,尼米茲級,○,海上,海上A,航空母艦,0,1,55,9,720,0,0,0,0,×,×,×,×,×,○,×,×,×,90,3,6,5,5,6,1,0,0,0,0,0,0,90000,11100000,10,11100000,10,11100000,10,11100000,10,11100000,10,11100000,10,11100000,10,11100000,4,無,無,35,35,39,45,45,40,34,×,×,○,×,×,×,×,×,×,0,0,RIM-7 海麻雀,Sh-A-M,10,15,RAM,Sh-A-M,10,15,,,,,,,,,補給物資,通常,1,0,5,3,0,0,80,6,7,8,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4343,4,47,47,4802
4344,企業級,○,海上,海上A,航空母艦,0,1,50,8,720,0,0,0,0,×,×,×,×,×,○,×,×,×,80,3,6,5,5,6,1,0,0,0,0,0,0,86000,11100000,10,11100000,10,11100000,10,11100000,10,11100000,10,11100000,10,11100000,10,11100000,4,無,無,34,34,34,42,42,38,32,×,×,○,×,×,×,×,×,×,0,0,RIM-7 海麻雀,Sh-A-M,10,15,,,,,,,,,,,,,補給物資,通常,1,0,5,0,0,0,80,6,7,4,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4344,4,47,47,4809
4346,小鷹級,○,海上,海上A,航空母艦,0,1,45,7,660,0,0,0,0,×,×,×,×,×,○,×,×,×,80,3,5,4,4,5,1,0,0,0,0,0,0,75000,11100000,10,11100000,10,11100000,10,11100000,10,11100000,10,11100000,10,11100000,10,00100000,4,無,無,32,32,31,40,40,36,31,×,×,○,×,×,×,×,×,×,0,0,RIM-7 海麻雀,Sh-A-M,10,15,,,,,,,,,,,,,補給物資,通常,1,0,5,0,0,0,80,6,7,4,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4346,4,47,47,4803
4348,佛瑞斯塔級,○,海上,海上A,航空母艦,0,1,40,7,660,0,0,0,0,×,×,×,×,×,○,×,×,×,70,2,5,4,4,5,1,0,0,0,0,0,0,70000,11100000,10,11100000,10,11100000,10,11100000,10,11100000,10,11100000,10,11100000,10,00100000,4,無,無,32,32,31,36,36,35,30,×,×,○,×,×,×,×,×,×,0,0,RIM-7 海麻雀,Sh-A-M,10,15,,,,,,,,,,,,,補給物資,通常,1,0,5,0,0,0,80,6,7,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4348,4,47,47,4810
4351,中途級,○,海上,海上A,航空母艦,0,1,32,6,600,0,0,0,0,×,×,×,×,×,○,×,×,×,70,2,5,4,4,5,1,0,0,0,0,0,0,55000,11100000,10,11100000,10,11100000,10,11100000,10,11100000,10,11100000,10,00100000,4,00100000,4,無,無,30,30,29,36,36,34,30,×,×,○,×,×,×,×,×,×,0,0,RIM-7 海麻雀,Sh-A-M,10,15,,,,,,,,,,,,,補給物資,通常,1,0,3,0,0,0,70,6,7,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4351,4,47,47,4811
4357,庫茲涅佐夫上將級,○,海上,海上A,航空母艦,0,1,40,8,720,0,0,0,0,○,×,×,×,×,○,×,×,×,80,3,6,5,5,6,3,0,0,0,0,0,0,68000,11100000,10,11100000,10,11100000,10,11100000,10,00100000,4,00100000,4,00000000,0,00000000,0,無,無,33,33,32,38,38,38,34,×,×,○,×,×,×,×,×,×,0,0,9M330 金夏爾,SA-N-9,10,15,9M311 Kortik,SA-N-11,10,15,P-700 Granit,SS-N-19,10,20,RBU-1200,Sh-Sub-R,10,12,補給物資,通常,1,0,20,12,6,4,50,5,6,12,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4357,4,47,47,4804
4359,維克拉馬迪查級,○,海上,海上A,航空母艦,0,1,35,8,660,0,0,0,0,○,×,×,×,×,○,×,×,×,80,3,6,5,5,6,3,0,0,0,0,0,0,58000,11100000,10,11100000,10,11100000,10,00100000,4,00000000,0,00000000,0,00000000,0,00000000,0,無,無,32,32,35,33,33,34,35,×,×,○,×,×,×,×,×,×,0,0,9M330 金夏爾,SA-N-9,10,15,,,,,,,,,,,,,補給物資,通常,1,0,12,0,0,0,40,5,6,8,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4359,4,47,47,4808
4363,伊莉莎白女王,○,海上,海上A,航空母艦,0,1,40,8,720,9,0,0,0,×,×,×,×,×,○,×,×,×,90,5,7,6,5,6,1,0,0,0,0,0,0,70000,11100000,10,11100000,10,01100000,10,01100000,10,00100000,4,00000000,0,00000000,0,00000000,0,無,無,35,35,38,44,44,38,32,×,×,○,×,×,×,×,×,×,0,0,ASTER-15,Sh-A-M,10,15,,,,,,,,,,,,,補給物資,通常,1,0,6,0,0,0,50,5,6,20,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4366,4,47,47,4812,47,47,4812,4366
4366,皇家方舟級,○,海上,海上A,航空母艦,0,10,99,1,,9,0,0,9,×,×,×,×,×,○,×,×,×,100,2,5,4,4,5,1,0,0,0,0,0,0,5000,艦載,10,艦載,10,艦載,10,艦載,10,艦載,10,艦載,10,艦載,10,艦載,10,無,登陸艦,66,66,66,77,77,77,77,×,×,○,×,×,×,×,×,×,0,0,安安火箭彈,TYPE0,17,,安安雷射,AL,17,,,,0,,,,0,,補給物資,通常,10,,99,99,0,0,99,19,19,20,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4366,4,47,47,4812
4369,尊嚴級,○,海上,海上A,航空母艦,0,1,28,5,600,0,0,0,0,×,×,×,×,×,○,×,×,×,70,2,4,4,4,5,1,0,0,0,0,0,0,35000,11100000,10,11100000,10,00100000,4,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,29,29,28,35,35,30,26,×,×,○,×,×,×,×,×,×,0,0,40mm機關砲,艦砲C,10,8,,,,,,,,,,,,,補給物資,通常,1,0,20,0,0,0,40,4,5,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4369,4,47,47,4813
4370,巨人級,○,海上,海上A,航空母艦,0,1,26,5,600,0,0,0,0,×,×,×,×,×,○,×,×,×,70,2,4,4,4,5,1,0,0,0,0,0,0,32000,11100000,10,11100000,4,11100000,4,00100000,4,00000000,0,00000000,0,00000000,0,00000000,0,無,無,29,29,28,35,35,30,26,×,×,○,×,×,×,×,×,×,0,0,40mm機關砲,艦砲C,10,8,,,,,,,,,,,,,補給物資,通常,1,0,20,0,0,0,40,4,5,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4370,4,47,47,4814
4372,PA2,○,海上,海上A,航空母艦,0,1,40,8,720,9,0,0,0,×,×,×,×,×,○,×,×,×,90,5,7,6,5,6,1,0,0,0,0,0,0,78000,11100000,10,11100000,10,11100000,10,11100000,10,00100000,4,00100000,4,00000000,0,00000000,0,無,無,35,35,38,44,44,38,32,×,×,○,×,×,×,×,×,×,0,0,ASTER-15,Sh-A-M,10,15,西北風,Sh-A-M,10,15,,,,,,,,,補給物資,通常,1,0,6,2,0,0,50,5,6,20,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372,4,47,47,7818
4373,夏爾戴高樂級,○,海上,海上A,航空母艦,0,1,45,8,720,9,0,0,0,×,×,×,×,×,○,×,×,×,90,4,6,5,5,6,1,0,0,0,0,0,0,72000,11100000,10,11100000,10,11100000,10,11100000,10,11100000,4,00000000,0,00000000,0,00000000,0,無,無,34,34,37,44,44,38,31,×,×,○,×,×,×,×,×,×,0,0,ASTER-15,Sh-A-M,10,15,西北風,Sh-A-M,10,15,,,,,,,,,補給物資,通常,1,0,6,2,0,0,50,5,6,12,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4373,4,47,47,4806
4375,克里孟梭級,○,海上,海上A,航空母艦,0,1,30,6,660,0,0,0,0,×,×,×,×,×,○,×,×,×,80,2,5,4,4,5,1,0,0,0,0,0,0,45000,11100000,10,11100000,10,11100000,10,11100000,4,00100000,4,00000000,0,00000000,0,00000000,0,無,無,30,30,29,36,36,34,32,×,×,○,×,×,×,×,×,×,0,0,古鈸,Sh-A-M,10,15,西北風,Sh-A-M,10,15,100mm砲,艦砲B,10,10,,,,,補給物資,通常,1,0,6,2,16,0,40,5,7,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4375,4,47,47,4807
4378,聖保羅級,○,海上,海上A,航空母艦,0,1,30,6,660,0,0,0,0,×,×,×,×,×,○,×,×,×,80,2,5,4,4,5,1,0,0,0,0,0,0,45000,11100000,10,11100000,10,11100000,10,11100000,4,00100000,4,00000000,0,00000000,0,00000000,0,無,無,30,30,29,36,36,34,32,×,×,○,×,×,×,×,×,×,0,0,蝮蛇,Sh-A-M,10,15,,,,,,,,,,,,,補給物資,通常,1,0,4,0,0,0,40,5,7,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4378,4,47,47,4807
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4912,翔鶴級,×,海上,海上A,直昇機航空母艦,0,1,32,6,660,0,0,0,0,○,×,×,×,×,○,×,×,×,90,5,6,5,4,5,4,0,0,0,0,0,0,45000,01100000,10,01100000,10,00100000,4,00100000,4,00000000,0,00000000,0,00000000,0,00000000,0,無,無,35,35,35,36,36,36,34,×,×,○,×,×,×,×,×,×,0,0,ESSM,Sh-A-M,10,15,,,,,,,,,,,,,補給物資,通常,1,0,12,0,0,0,35,6,7,12,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4912,4,48,48,7819
